1,Sabrent Rocket,100.00,0,1.00,true,false
2,Sabrent Rocket,200.00,0,2.00,true,false
3,Samsung 970 Evo Plus,125.00,0,1.00,true,false
4,Western Digital SN550,90.00,0,1.00,true,false
5,Samsung 870 QVO,350.00,1,4.00,false,true
6,Samsung 870 QVO,100.00,1,1.00,false,true
7,Crucial MX500,190.00,1,2.00,false,true
8,Western Digital Black,125.00,1,4.00,false,false
9,Western Digital Blue,45.00,1,2.00,false,false
